0.1 -2 9.59969e-13 40823.6 66.6861
0.2 -2 2.07036e-08 20410.8 30.1789
0.3 -2 6.0803e-07 13683.8 31.7953
0.4 -1.99999 3.1811e-06 10264.2 13.9222
0.5 -2.00001 8.80651e-06 8167.19 19.8738
0.6 -1.99998 1.8116e-05 6785.47 11.9075
0.7 -1.99993 2.91351e-05 5818.09 7.7912
0.8 -1.99964 4.12184e-05 5125.53 8.62361
0.9 -1.99888 5.7016e-05 4524.25 4.93539
1 -1.9972 7.50033e-05 4103.9 6.86404
1.1 -1.99388 9.45652e-05 3741.66 9.91176
1.2 -1.98857 0.000117836 3395.13 7.1259
1.3 -1.98017 0.00014158 3119.18 10.53
1.4 -1.9681 0.000167509 2915.47 4.51325
1.5 -1.95122 0.000213936 2650.78 7.36802
1.6 -1.92834 0.0002388 2406.9 9.8569
1.7 -1.89792 0.000314784 2336.53 3.74111
1.8 -1.85912 0.000344515 2075.62 3.26752
1.9 -1.80956 0.00041997 1892.63 5.92055
2 -1.74522 0.000505264 1695.44 4.62373
2.1 -1.6622 0.000695342 1475.96 4.1942
3.1 -0.780522 0.00157941 3.1384 0.180369
3.2 -0.745512 0.00153202 2.65162 0.0956507
3.3 -0.7143 0.00144163 2.28467 0.111551
3.4 -0.687073 0.00124603 1.99906 0.0854411
3.5 -0.658362 0.00112475 1.74774 0.0646259
3.6 -0.635645 0.00124093 1.56156 0.0472018
3.7 -0.613634 0.00112737 1.40364 0.03107
3.8 -0.59594 0.00139179 1.27405 0.0503196
3.9 -0.574334 0.00140992 1.15815 0.0421647
4 -0.556991 0.00120434 1.07104 0.0309215
4.1 -0.541374 0.00115226 0.989355 0.0350057
4.2 -0.526569 0.00114393 0.919645 0.0258593
4.3 -0.511537 0.00131752 0.855362 0.0359807
4.4 -0.497976 0.000954776 0.798003 0.0295277
4.5 -0.482765 0.00105805 0.748915 0.0170591
4.6 -0.471663 0.00102299 0.708598 0.0189677
4.7 -0.460391 0.000878077 0.664919 0.0200066
4.8 -0.447207 0.00106402 0.633668 0.0182614
4.9 -0.437907 0.00104276 0.596982 0.0139596
5 -0.427376 0.000805435 0.572362 0.0136436
5.1 -0.41861 0.00108993 0.547523 0.015812
5.2 -0.411593 0.00075276 0.523502 0.015183
5.3 -0.400879 0.000899139 0.499058 0.0111641
5.4 -0.39286 0.000941073 0.47975 0.0104477
5.5 -0.384389 0.00081751 0.457924 0.0113422
5.6 -0.376712 0.000784054 0.441721 0.00845652
5.7 -0.369327 0.00095495 0.426709 0.0106328
5.8 -0.364148 0.000800862 0.407656 0.00877727
5.9 -0.358032 0.000919829 0.393767 0.00981221
6 -0.350297 0.000781088 0.379946 0.0108123
6.1 -0.345444 0.000723245 0.370389 0.00781147
6.2 -0.338194 0.000834382 0.356439 0.00863753
6.3 -0.330657 0.000977643 0.345382 0.00651744
6.4 -0.327153 0.000806665 0.333993 0.00960177
6.5 -0.320299 0.000915422 0.324364 0.00757572
6.6 -0.314939 0.000636109 0.316035 0.00927389
6.7 -0.31055 0.000750781 0.305961 0.00777485
6.8 -0.304375 0.000580254 0.300633 0.00590564
6.9 -0.301733 0.000907816 0.291612 0.00700459
7 -0.295857 0.000568624 0.283833 0.0042995
7.1 -0.290453 0.000717704 0.275955 0.00516103
7.2 -0.286679 0.000663052 0.268495 0.00500335
7.3 -0.283745 0.000650198 0.262368 0.0039752
7.4 -0.278561 0.000687083 0.254373 0.00491944
7.5 -0.274732 0.000715323 0.250437 0.00452483
7.6 -0.269238 0.000539873 0.243483 0.00402289
7.7 -0.267956 0.000765736 0.238092 0.005773
7.8 -0.264048 0.000559937 0.234771 0.0051473
7.9 -0.259584 0.000552884 0.228166 0.00373446
8 -0.257621 0.000596997 0.223496 0.00422881
8.1 -0.252886 0.00050479 0.219411 0.00377136
8.2 -0.249678 0.000694313 0.214819 0.00457824
8.3 -0.246373 0.000596613 0.209411 0.00379833
8.4 -0.243244 0.000563463 0.206486 0.00287502
8.5 -0.241483 0.000579462 0.203193 0.00290889
8.6 -0.238368 0.000521183 0.197777 0.00413624
8.7 -0.234853 0.000533151 0.19428 0.00388998
8.8 -0.231318 0.000522573 0.19046 0.00385901
8.9 -0.229429 0.000492224 0.187758 0.00335158
9 -0.227713 0.000492124 0.18433 0.00267393
#2.15 -1.60962 0.000312422 1338.72 73.8624
2.2 -1.54686 0.000400289 1141.01 56.4547
#2.25 -1.46473 0.000617273 869.277 45.5435
2.3 -1.35536 0.000886923 407.148 20.3634
#2.35 -1.26749 0.000998337 141.895 11.8941
2.4 -1.20342 0.00105744 66.2808 4.36332
#2.45 -1.14943 0.00130018 37.2639 2.89428
2.5 -1.10362 0.00132638 24.9772 2.10209
#2.55 -1.0639 0.00135108 17.9656 1.11747
2.6 -1.03171 0.00139461 13.8755 0.761554
#2.65 -0.994214 0.00151565 10.8567 0.74854
2.7 -0.962523 0.00145797 8.95186 0.564336
#2.75 -0.936774 0.00133647 7.48293 0.300496
2.8 -0.908766 0.00152588 6.38005 0.321016
#2.85 -0.883463 0.00152934 5.49928 0.347509
2.9 -0.858039 0.00159968 4.84424 0.218211
#2.95 -0.8358 0.00145168 4.31876 0.187844
3 -0.816952 0.00132032 3.8293 0.219667
